year,state,district,total_votes,D,O,R,dPct,rPct,oPct,ID,INC,IncPct,Open,Challenge,Winner,Dreg,Rreg,Oreg,Dcont,Rcont,Ocont,Midterm?,PVI (0 to 100),PVI (-100 to 100),ID2,PresApprov,PresDisapp,PresApprovDiff,ECI,PresYrsIncumb,PresParty,Pres_Incumbent_SameParty,PrevElectionR%,PrevElectionD%,PrevElectionIncumbParty%,PrevElection2R%,PrevElection2D%,PrevElection2IncumbParty%,PrevPresR%,PrevPresD%,PrevPresImcumb%,PrevPresParty,PrevPresSameAsInc?,YearsIncumbPartyControl,TermsDemControl,TermsRepControl,Age 25 to 44,Age 65 and over,Race White,Race Black or African American,Race American Indian and Alaska Native,Race Asian,Race Native Hawaiian and Other Pacific Islander,Race Some other race,Race Two or more races,Race Hispanic or Latino,Unemployment Rate,Delta unemployment Rate,Median household income,PercentDelta median household income,Percent below poverty level,INC_DW_NOM,Sabato,SabatoNum,PVI2,demoScore
2008,NJ,7,295628,124818,22349,148461,0.422213052,0.502188561,0.075598387,2008NJ7,R,0.502188561,1,1,R,#N/A,#N/A,#N/A,2621412.43,3461483.44,213820.38,0,51.5,3,2008NJ,#N/A,#N/A,#N/A,-53,8,R,1,0.49428105,0.47948763,0.49428105,0.568825281,0.416589994,0.568825281,53,47,53,R,1,15,0,15,26.9,12.6,79.5,5.3,0.1,10.3,0,3.5,1.3,10.1,2.9,-1.8,90502,-0.230823628,2.1,0.244,D Toss-up,-1,3,0
2008,NJ,8,223986,159279,1600,63107,0.711111409,0.281745288,0.007143304,2008NJ8,D,0.711111409,0,1,D,#N/A,#N/A,#N/A,1137322.55,92180.13,0,0,45,-10,2008NJ,#N/A,#N/A,#N/A,-53,8,R,0,0.283734988,0.708868853,0.708868853,0.286751668,0.69463943,0.69463943,41,59,59,D,1,6,6,0,28,12.8,58.5,13.5,0.2,6.1,0,20.1,1.7,30.2,3.8,-1.7,59610,-0.126673377,9.8,-0.365,D,-5,-10,0
2008,NJ,9,223885,151182,3200,69503,0.67526632,0.310440628,0.014293052,2008NJ9,D,0.67526632,0,1,D,#N/A,#N/A,#N/A,1292918.54,34364.82,0,0,45.5,-9,2008NJ,#N/A,#N/A,#N/A,-53,8,R,0,0.276032277,0.714764172,0.714764172,0.317057493,0.675317108,0.675317108,41,59,59,D,1,13,13,0,30.2,14.5,68.7,7.7,0.2,12.7,0.1,9.1,1.6,23.5,4,-2.1,62406,-0.157949556,6.5,-0.352,D,-5,-9,0
2008,NJ,10,171793,169945,1848,0,0.989242868,0,0.010757132,2008NJ10,D,0.989242868,0,1,D,#N/A,#N/A,#N/A,502616.83,0,0,0,33.5,-33,2008NJ,#N/A,#N/A,#N/A,-53,8,R,0,0,1,1,0,0.968789084,0.968789084,18,82,82,D,1,14,14,0,29.3,10.5,25.7,57.7,0.4,4.3,0,10.3,1.5,19.1,6.8,-4.2,44493,-0.184658261,14.6,-0.592,D,-5,-33,0
2008,NJ,11,306732,113510,3526,189696,0.370062465,0.618442158,0.011495377,2008NJ11,R,0.618442158,0,1,R,#N/A,#N/A,#N/A,144480.83,1206619.68,0,0,53.5,7,2008NJ,#N/A,#N/A,#N/A,-53,8,R,1,0.620891215,0.366443264,0.620891215,0.678762306,0.310170202,0.678762306,58,42,58,R,1,12,0,12,26.4,12.6,84.2,3,0.2,8.5,0.1,3,1.1,9.1,2.9,-1.3,94562,-0.168450329,2,0.291,R,5,7,0
2008,NJ,12,306934,193732,4802,108400,0.631184554,0.353170388,0.015645057,2008NJ12,D,0.631184554,0,1,D,#N/A,#N/A,#N/A,1268763.66,32961.3,0,0,47.5,-5,2008NJ,#N/A,#N/A,#N/A,-53,8,R,0,0.343020364,0.656979636,0.656979636,0.396894249,0.592477181,0.592477181,46,54,54,D,1,5,5,0,27.3,13,71.7,11.2,0.1,12.9,0,2.4,1.6,6.5,3.7,-2.4,86316,-0.104221697,3.8,-0.463,D,-5,-5,0
2008,NJ,13,159753,120382,4636,34735,0.753550794,0.217429407,0.029019799,2008NJ13,D,0.753550794,0,1,D,#N/A,#N/A,#N/A,802340.97,0,0,0,39.5,-21,2008NJ,#N/A,#N/A,#N/A,-53,8,R,0,0.193556158,0.775248419,0.775248419,0.221184523,0.758538557,0.758538557,31,69,69,D,1,8,8,0,35.6,9.9,53.9,13.3,0.4,7.4,0,23.1,1.8,48.9,4.9,-2.7,47209,-0.211315639,13.7,-0.4,D,-5,-21,0
2008,NM,1,298756,166271,0,132485,0.556544471,0.443455529,0,2008NM1,R,0.443455529,1,1,D,#N/A,#N/A,#N/A,2965058.98,1852413.7,0,0,47.5,-5,2008NM,#N/A,#N/A,#N/A,-43,8,R,1,0.502039212,0.497960788,0.502039212,0.543998819,0.455285063,0.543998819,48,51,48,D,0,15,0,15,27.9,11.6,68.7,3,4.3,2.2,0.1,18.6,3.2,45.1,4,-1.7,44461,-0.143046715,11.5,0.247,Leans D,-2,-4,0
2008,NM,2,231552,129572,0,101980,0.559580569,0.440419431,0,2008NM2,R,0.440419431,1,1,D,#N/A,#N/A,#N/A,4539229.88,2500389.23,0,0,53,6,2008NM,#N/A,#N/A,#N/A,-43,8,R,1,0.594197878,0.404936038,0.594197878,0.60195581,0.39804419,0.60195581,58,41,58,R,1,13,0,13,25.3,13.7,74.9,1.9,5.6,0.8,0,13.4,3.2,49.4,4.4,-3,35366,-0.169484816,17.8,0.47,D Toss-up,-1,6,0
2008,NM,3,284258,161292,36348,86618,0.56741411,0.304716138,0.127869752,2008NM3,D,0.56741411,1,1,D,#N/A,#N/A,#N/A,3499256.16,218094.05,55373,0,46.5,-7,2008NM,#N/A,#N/A,#N/A,-43,8,R,0,0.253576783,0.746423217,0.746423217,0.313220012,0.686779988,0.686779988,45,54,54,D,1,14,14,0,26.2,12,62.7,1.6,17.7,1.1,0,13.9,2.9,37.9,3.7,-2.5,43324,-0.186455544,13.1,-0.454,D,-5,-7,0
2008,NY,1,241763,141727,0,100036,0.586222871,0.413777129,0,2008NY1,D,0.586222871,0,1,D,#N/A,#N/A,#N/A,1478627.56,957864.18,0,0,50,0,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.301731309,0.516690581,0.516690581,0.352859864,0.448704637,0.448704637,49,49,49,O,0,3,3,0,26.1,12.9,87.8,4.2,0.2,3.3,0,2.8,1.7,9.4,3.1,-1.3,79231,-0.222110033,3.9,-0.338,D,-5,-1,0
2008,NY,2,213904,143759,0,70145,0.672072519,0.327927481,0,2008NY2,D,0.672072519,0,1,D,#N/A,#N/A,#N/A,1436885.52,15500,0,0,48,-4,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.230278319,0.57522205,0.57522205,0.257347961,0.519250035,0.519250035,45,53,53,D,1,4,4,0,26.8,12.3,78.4,10.9,0.3,4.1,0,4.8,1.5,16.7,2.9,-1.4,85847,-0.24508719,3.3,-0.334,D,-5,-5,0
2008,NY,3,239576,93481,10447,135648,0.390193509,0.566200287,0.043606204,2008NY3,R,0.566200287,0,1,R,#N/A,#N/A,#N/A,42362.95,877850.42,0,0,52,4,2008NY,#N/A,#N/A,#N/A,-53,8,R,1,0.450541419,0.394823734,0.450541419,0.478680902,0.318661922,0.478680902,52,47,52,R,1,7,0,7,24.1,14.7,88.1,2.8,0.2,4.6,0.1,3.3,1,8.2,2.7,-1.4,87066,-0.142466635,2.7,0.26,R,5,3,0
2008,NY,4,236236,151792,0,84444,0.642543897,0.357456103,0,2008NY4,D,0.642543897,0,1,D,#N/A,#N/A,#N/A,1520498.24,496033.64,0,0,47,-6,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.282003047,0.545247304,0.545247304,0.300513127,0.522317506,0.522317506,44,55,55,D,1,6,6,0,24.6,14,63.9,19.3,0.2,6.1,0,8.9,1.6,17.1,3.2,-1.8,80700,-0.171685254,4.2,-0.294,D,-5,-6,0
2008,NY,5,151885,105836,3010,43039,0.696816671,0.283365704,0.019817625,2008NY5,D,0.696816671,0,1,D,#N/A,#N/A,#N/A,988778.86,43563.23,0,0,44,-12,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0,0.590861154,0.590861154,0.208208858,0.552609026,0.552609026,36,63,63,D,1,8,8,0,28.3,15.7,55.1,4.7,0.2,28.9,0,9.6,1.5,24.3,3.9,-2.1,59705,0.056578176,7.7,-0.429,D,-5,-13,0
2008,NY,6,141180,141180,0,0,1,0,0,2008NY6,D,1,0,0,D,#N/A,#N/A,#N/A,1343657.02,0,0,0,32,-36,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0,0.700282514,0.700282514,0,0.676519407,0.676519407,15,84,84,D,1,14,14,0,28.4,11.4,17.2,53.5,0.7,13.2,0,13,2.4,17.2,5.5,-3.2,54501,-0.183886534,9.5,-0.418,D,-5,-36,0
2008,NY,7,133361,113988,0,19373,0.854732643,0.145267357,0,2008NY7,D,0.854732643,0,1,D,#N/A,#N/A,#N/A,1729736.5,0,0,0,37,-26,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.104763823,0.606969483,0.606969483,0.123092442,0.565685368,0.565685368,25,74,74,D,1,14,14,0,31.3,13.5,40.6,17.1,0.3,15.3,0.1,24.6,2,41.5,4.6,-3.2,44960,-0.153491993,13.2,-0.407,D,-5,-26,0
2008,NY,8,189050,152153,0,36897,0.80482941,0.19517059,0,2008NY8,D,0.80482941,0,1,D,#N/A,#N/A,#N/A,1044460.06,0,0,0,39,-22,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.122172485,0.674358722,0.674358722,0.139785416,0.612350487,0.612350487,27,72,72,D,1,14,14,0,35.1,13.7,75.2,5.1,0.2,13.5,0,4.5,1.5,10.8,3.6,-1.6,63544,-0.222601662,13.9,-0.51,D,-5,-23,0
2008,NY,9,114475,106097,8378,0,0.926813715,0,0.073186285,2008NY9,D,0.926813715,0,1,D,#N/A,#N/A,#N/A,524612.66,0,0,0,47.5,-5,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0,0.620378853,0.620378853,0.19573653,0.536029187,0.536029187,44,56,56,D,1,14,14,0,27.5,16.1,68.7,4.8,0.3,17.7,0,7,1.5,14.7,3.7,-2,54130,-0.21091816,8.8,-0.408,D,-5,-6,0
2008,NY,10,163294,155090,0,8204,0.94975933,0.05024067,0,2008NY10,D,0.94975933,0,1,D,#N/A,#N/A,#N/A,1639731.69,0,0,0,31,-38,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.04528778,0.700485296,0.700485296,0.056847691,0.667201049,0.667201049,13,86,86,D,1,14,14,0,27.8,10.3,21.8,62.4,0.2,3.2,0,10.7,1.6,16.7,5.3,-4,37464,-0.182762118,22.4,-0.519,D,-5,-38,0
2008,NY,11,171396,158235,1517,11644,0.92321291,0.067936241,0.008850848,2008NY11,D,0.92321291,0,1,D,#N/A,#N/A,#N/A,557579.78,0,0,0,31,-38,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.05953678,0.663550416,0.663550416,0,0.664143902,0.664143902,13,86,86,D,1,14,14,0,31,9.7,28.2,58.1,0.3,4.3,0,7.4,1.6,12.2,5.6,-3.1,44177,-0.272562646,17.8,-0.605,D,-5,-38,0
2008,NY,12,128119,115633,0,12486,0.902543729,0.097456271,0,2008NY12,D,0.902543729,0,1,D,#N/A,#N/A,#N/A,816112.95,0,0,0,33.5,-33,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.072830958,0.660066867,0.660066867,0.096097806,0.614665981,0.614665981,19,80,80,D,1,14,14,0,34.7,10.5,44.9,10.2,0.4,17.5,0,25.5,1.6,46.8,4.6,-1.8,37435,-0.25794043,22.7,-0.545,D,-5,-33,0
2008,NY,13,180827,107640,10746,62441,0.595265088,0.345307946,0.059426966,2008NY13,R,0.345307946,1,1,D,#N/A,#N/A,#N/A,1718532.79,1436407.42,51425.22,0,52,4,2008NY,#N/A,#N/A,#N/A,-53,8,R,1,0.429276783,0.36388312,0.429276783,0.471387595,0.331260469,0.471387595,55,45,55,R,1,8,0,8,28.6,13.6,74.3,7.2,0.2,11.7,0,5.5,1.2,14.1,3.3,-2.3,61433,-0.191721062,8.7,0.426,Likely D,-3,4,0
2008,NY,14,222470,176426,2659,43385,0.793032768,0.195015058,0.011952173,2008NY14,D,0.793032768,0,1,D,#N/A,#N/A,#N/A,1257993.92,0,0,0,37,-26,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0,0.69595082,0.69595082,0.15302708,0.641818985,0.641818985,25,74,74,D,1,8,8,0,40.3,13.7,75.6,4.5,0.2,12.3,0.1,5.6,1.8,14.1,3.8,-1.9,74669,-0.183717473,7.7,-0.385,D,-5,-26,0
2008,NY,15,191897,170372,5849,15676,0.887830451,0.081689656,0.030479893,2008NY15,D,0.887830451,0,1,D,#N/A,#N/A,#N/A,4209405.79,0,0,0,29.5,-41,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.051026016,0.726509223,0.726509223,0.056516687,0.700335761,0.700335761,9,90,90,D,1,8,8,0,33,11.6,29.1,31.1,0.7,3.6,0,32,3.4,45.6,6.3,-4,34768,-0.256270133,24.2,-0.514,D,-5,-41,0
2008,NY,16,127253,123312,0,3941,0.9690302,0.0309698,0,2008NY16,D,0.9690302,0,1,D,#N/A,#N/A,#N/A,386738.89,0,0,0,29.5,-41,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.027875467,0.724884818,0.724884818,0.033195385,0.720610574,0.720610574,10,89,89,D,1,14,14,0,29.4,7.2,12.4,31.8,0.4,1.9,0.1,51.1,2.1,65.3,7.9,-6.3,21764,-0.060328984,37.8,-0.489,D,-5,-41,0
2008,NY,17,185670,149676,0,35994,0.806139926,0.193860074,0,2008NY17,D,0.806139926,0,1,D,#N/A,#N/A,#N/A,776813.33,0,0,0,41,-18,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.159261738,0.624944525,0.624944525,0.175991592,0.587785166,0.587785166,33,67,67,D,1,13,13,0,27.1,12.8,45.5,32.2,0.4,4.7,0,15.2,2,23.7,4.8,-3.2,52821,-0.379053785,11.6,-0.407,D,-5,-18,0
2008,NY,18,240602,167365,0,73237,0.695609347,0.304390653,0,2008NY18,D,0.695609347,0,1,D,#N/A,#N/A,#N/A,1489307.8,19906,0,0,45.5,-9,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.228189469,0.597376463,0.597376463,0.254897231,0.548117775,0.548117775,42,58,58,D,1,13,13,0,25.4,14.1,72.4,10,0.2,6.5,0,9.5,1.5,18.3,3.2,-1.6,85163,-0.345337764,4,-0.388,D,-5,-9,0
2008,NY,19,244986,141173,0,103813,0.576249255,0.423750745,0,2008NY19,D,0.576249255,0,1,D,#N/A,#N/A,#N/A,2136777.98,2150279.6,0,0,51.5,3,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.379706049,0.477915519,0.477915519,0.495711254,0.285032911,0.285032911,54,45,45,R,0,1,1,0,26.6,11.4,83.6,6.1,0.2,3.1,0,5,1.9,10.7,3.3,-1.8,79800,-0.174573935,4.2,-0.319,Solid D,-4,3,0
2008,NY,20,278926,178996,0,99930,0.641732933,0.358267067,0,2008NY20,D,0.641732933,0,1,D,#N/A,#N/A,#N/A,4489397.18,7732636.63,26257.33,0,51,2,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.375919393,0.465104015,0.465104015,0.503896224,0.298093534,0.298093534,54,46,46,R,0,1,1,0,26.7,14.1,93.5,2.7,0.2,1.4,0,1,1.3,2.7,3.4,-2.4,54941,0.125152436,5.4,-0.367,Likely D,-3,2,0
2008,NY,21,253081,159849,7965,85267,0.631612014,0.336915849,0.031472137,2008NY21,D,0.631612014,1,1,D,#N/A,#N/A,#N/A,2751851.9,533190.64,0,0,47,-6,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.201595447,0.603669527,0.603669527,0.256918302,0.536299037,0.536299037,43,55,55,D,1,8,8,0,26.3,14.4,84.1,8.5,0.2,3.2,0,2,2,4.1,3.9,-1.7,50032,-0.179525104,8.5,-0.369,D,-5,-7,0
2008,NY,22,223807,147238,0,76569,0.657879334,0.342120666,0,2008NY22,D,0.657879334,0,1,D,#N/A,#N/A,#N/A,735257.4,171089.69,0,0,47,-6,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0,0.533737126,0.533737126,0.284901584,0.517005856,0.517005856,45,54,54,D,1,3,3,0,26.4,13.1,80.4,8.8,0.3,3.2,0,4.9,2.3,10.5,4,-1.8,47751,-0.062784025,9.8,-0.575,D,-5,-6,0
2008,NY,23,190815,70037,0,120778,0.367041375,0.632958625,0,2008NY23,R,0.632958625,0,1,R,#N/A,#N/A,#N/A,107718.51,645799.46,0,0,50.5,1,2008NY,#N/A,#N/A,#N/A,-53,8,R,1,0.483832944,0.318253093,0.483832944,0.514022007,0.250735816,0.514022007,51,47,51,R,1,8,0,8,27.3,12.9,93.5,2.6,0.9,0.8,0.1,0.9,1.2,2.3,4.3,-3.3,42473,-0.165634638,11.2,0.225,R,5,1,0
2008,NY,24,224724,121345,0,103379,0.539973479,0.460026521,0,2008NY24,D,0.539973479,0,1,D,#N/A,#N/A,#N/A,1616143.3,1090716.89,0,0,51,2,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.387170004,0.447016956,0.447016956,0.448201168,0.296979971,0.296979971,53,47,47,R,0,1,1,0,25.7,14.7,92.2,3.8,0.3,1.3,0,0.9,1.5,2.7,3.8,-2.6,44298,-0.22046142,9.2,-0.206,Likely D,-3,2,0
2008,NY,25,264426,148290,9483,106653,0.560799619,0.403337796,0.035862585,2008NY25,D,0.560799619,1,1,D,#N/A,#N/A,#N/A,2410870.99,1237961.82,6132,0,48.5,-3,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.401155245,0.442587468,0.442587468,0.491208687,0,0,48,50,50,D,1,2,2,0,25.6,13.9,87,7.5,0.5,2.1,0.1,0.8,2,2.8,3.8,-1.8,50501,-0.207342429,8.4,0.208,Likely D,-3,-3,0
2008,NY,26,246564,121719,0,124845,0.493660875,0.506339125,0,2008NY26,R,0.506339125,1,1,R,#N/A,#N/A,#N/A,6317744.51,3114767.16,0,0,53,6,2008NY,#N/A,#N/A,#N/A,-53,8,R,1,0.420411316,0.380172706,0.420411316,0.428008596,0.36278809,0.428008596,55,43,55,R,1,3,0,3,25.1,14.1,92,3.7,0.3,2,0,0.7,1.2,2.3,3.6,-1.8,53102,-0.276825732,6.5,0.349,R Toss-up,1,5,0
2008,NY,27,227094,169196,7478,50420,0.745048306,0.222022599,0.032929095,2008NY27,D,0.745048306,0,1,D,#N/A,#N/A,#N/A,850362.52,190454.05,3635,0,48,-4,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.207279171,0.661992403,0.661992403,0.418002729,0.424649398,0.424649398,45,53,53,D,1,2,2,0,25.2,15.8,89.5,5.6,0.7,0.7,0,2,1.6,5.1,4.6,-1.6,42872,0.089359022,10.1,-0.343,D,-5,-5,0
2008,NY,28,197425,155409,0,42016,0.787179942,0.212820058,0,2008NY28,D,0.787179942,0,1,D,#N/A,#N/A,#N/A,756582.12,0,0,0,42.5,-15,2008NY,#N/A,#N/A,#N/A,-53,8,R,0,0.200288176,0.590652298,0.590652298,0.186793532,0.573682404,0.573682404,36,63,63,D,1,14,14,0,26.2,13.7,63.6,29.9,0.5,2,0,2,1.9,5.9,5.1,-3.2,36201,0.177812768,16.5,-0.465,D,-5,-15,0
2008,NY,29,247663,131526,0,116137,0.531068428,0.468931572,0,2008NY29,R,0.468931572,0,1,D,#N/A,#N/A,#N/A,2378537.77,1501657.5,0,0,52.5,5,2008NY,#N/A,#N/A,#N/A,-53,8,R,1,0.421547191,0.436428637,0.421547191,0.447227758,0.341604862,0.447227758,56,42,56,R,1,0,1,0,24.4,14.7,92.7,2.7,0.5,2.2,0,0.6,1.3,1.8,4.1,-2.4,48215,-0.205931764,7.7,0.277,D Toss-up,-1,5,0
2008,NC,1,274271,192765,0,81506,0.702826766,0.297173234,0,2008NC1,D,0.702826766,0,1,D,#N/A,#N/A,#N/A,703696.02,0,0,0,45.5,-9,2008NC,#N/A,#N/A,#N/A,-47,8,R,0,0,1,1,0.360209132,0.639790868,0.639790868,42,57,57,D,1,14,14,0,25,14.2,44.3,50.6,0.9,0.5,0,2.5,1.3,3.9,5.5,-3.7,30753,-0.05527916,19.6,-0.406,D,-5,-9,0
2008,NC,2,298430,199730,5377,93323,0.669269175,0.312713199,0.018017626,2008NC2,D,0.669269175,0,1,D,#N/A,#N/A,#N/A,984579.89,21864.32,0,0,51,2,2008NC,#N/A,#N/A,#N/A,-47,8,R,0,0.334749041,0.665250959,0.665250959,0.377049251,0.622950749,0.622950749,54,46,46,R,0,6,6,0,29.9,9.9,61.8,28.9,0.5,1,0.1,5.8,1.9,10,4.7,-3.2,41521,-0.018279907,12.8,-0.288,D,-5,2,0
2008,NC,3,306050,104364,0,201686,0.341003104,0.658996896,0,2008NC3,R,0.658996896,0,1,R,#N/A,#N/A,#N/A,36821.13,1059426.37,0,0,58,16,2008NC,#N/A,#N/A,#N/A,-47,8,R,1,0.686446816,0.313553184,0.686446816,0.706993295,0.293006705,0.706993295,68,32,68,R,1,7,0,7,26.4,12.1,76.9,16.2,0.4,1.2,0,3.1,2.2,5,3.7,-2.4,44659,-0.196287422,9.5,0.242,R,5,16,0
2008,NC,4,265751,265751,0,0,1,0,0,2008NC4,D,1,0,0,D,#N/A,#N/A,#N/A,940576.49,586636.28,0,0,46,-8,2008NC,#N/A,#N/A,#N/A,-47,8,R,0,0.350103859,0.649896141,0.649896141,0.358799531,0.640976435,0.640976435,44,55,55,D,1,6,6,0,31.2,8.4,68.1,19.1,0.2,5.5,0,5,2,7.5,3.7,-1.5,61416,-0.151116973,6,-0.34,D,-5,-8,0
2008,NC,5,136103,136103,0,0,1,0,0,2008NC5,R,0,1,0,D,#N/A,#N/A,#N/A,248679.76,852653.7,0,0,57.5,15,2008NC,#N/A,#N/A,#N/A,-47,8,R,1,0.571572958,0.428427042,0.571572958,0.588258426,0.411741574,0.588258426,66,33,66,R,1,7,0,7,27.4,14.3,87.3,7.5,0.3,1,0,2.9,1,5.6,3.5,-1.7,43892,-0.107696163,8.8,0.64,D,-5,15,0
2008,NC,6,329891,108873,0,221018,0.330027191,0.669972809,0,2008NC6,R,0.669972809,0,1,R,#N/A,#N/A,#N/A,117974.09,688822.79,0,0,59,18,2008NC,#N/A,#N/A,#N/A,-47,8,R,1,0.708277268,0.291722732,0.708277268,0.731499208,0.268500792,0.731499208,69,30,69,R,1,12,0,12,27.5,14,83.9,9.9,0.4,1.5,0,3.2,1.1,5.7,4.1,-1.2,48288,-0.11466617,8.6,0.52,R,5,18,0
2008,NC,7,312855,215383,0,97472,0.688443528,0.311556472,0,2008NC7,D,0.688443528,0,1,D,#N/A,#N/A,#N/A,1160684.54,87037.3,0,0,52.5,5,2008NC,#N/A,#N/A,#N/A,-47,8,R,0,0.272014018,0.727985982,0.727985982,0.268126232,0.731873768,0.731873768,56,44,44,R,0,14,14,0,27.5,13.1,65.5,20.9,7.9,0.6,0.1,3.3,1.7,5.7,4.2,-2.3,38616,-0.091568262,14.4,-0.148,D,-5,5,0
2008,NC,8,283819,157185,0,126634,0.553821273,0.446178727,0,2008NC8,R,0.446178727,0,1,D,#N/A,#N/A,#N/A,1511784.1,3808205.55,0,0,51,2,2008NC,#N/A,#N/A,#N/A,-47,8,R,1,0.501353653,0.498646347,0.501353653,0.555444529,0.444555471,0.555444529,54,45,54,R,1,5,0,5,29.6,10.5,61.8,28.3,1.6,1.9,0.1,4.2,2.1,8.8,5.2,-2,41273,-0.06675066,13.5,0.351,D Toss-up,-1,2,0
2008,NC,9,386483,138719,6711,241053,0.358926525,0.623709193,0.017364283,2008NC9,R,0.623709193,0,1,R,#N/A,#N/A,#N/A,281506.55,1164512.08,0,0,55.5,11,2008NC,#N/A,#N/A,#N/A,-47,8,R,1,0.665271888,0.334728112,0.665271888,0.702373534,0.297626466,0.702373534,63,36,63,R,1,15,0,15,31.1,9.5,79.7,13.3,0.3,2.5,0.1,2.8,1.2,6.3,4,-1.2,61071,-0.197671563,5.3,0.56,R,5,11,0
2008,NC,10,298473,126699,0,171774,0.424490657,0.575509343,0,2008NC10,R,0.575509343,0,1,R,#N/A,#N/A,#N/A,737861.03,1706037.26,0,0,58.5,17,2008NC,#N/A,#N/A,#N/A,-47,8,R,1,0.618000827,0.381999173,0.618000827,0.641499774,0.358500226,0.641499774,67,33,67,R,1,15,0,15,28.1,13.8,84.6,8.9,0.3,1.5,0,3.6,1.1,5,4.6,-3.3,40855,-0.080651083,10.4,0.582,R,5,17,0
2008,NC,11,340716,211112,7517,122087,0.619612815,0.358324822,0.022062363,2008NC11,D,0.619612815,0,1,D,#N/A,#N/A,#N/A,769945.79,390933.47,0,0,53,6,2008NC,#N/A,#N/A,#N/A,-47,8,R,0,0.462055666,0.537944334,0.537944334,0.549022506,0.450977494,0.450977494,57,43,43,R,0,1,1,0,25.4,18,90,4.9,1.5,0.7,0,1.7,1.2,4.1,3.3,-1.5,39488,-0.127937601,10.5,-0.07,D,-5,6,0
2008,NC,12,301722,215908,0,85814,0.71558587,0.28441413,0,2008NC12,D,0.71558587,0,1,D,#N/A,#N/A,#N/A,646079.39,25584,0,0,42,-16,2008NC,#N/A,#N/A,#N/A,-47,8,R,0,0.329917725,0.670082275,0.670082275,0.331734295,0.668265705,0.668265705,37,63,63,D,1,14,14,0,29.6,10.6,46.3,43.9,0.5,2.7,0,5,1.6,10.6,6.6,-3.1,37833,-0.038669944,16.1,-0.526,D,-5,-15,0
2008,NC,13,335762,221379,0,114383,0.659333099,0.340666901,0,2008NC13,D,0.659333099,0,1,D,#N/A,#N/A,#N/A,925433.29,51419,0,0,47.5,-5,2008NC,#N/A,#N/A,#N/A,-47,8,R,0,0.362860468,0.637139532,0.637139532,0.412110317,0.587889683,0.587889683,47,52,52,D,1,14,14,0,31,10.5,63,27.7,0.4,2.2,0.1,5.3,1.4,8.8,4.6,-2.2,45023,0,10.4,-0.376,D,-5,-5,0
2008,ND,1,313965,194577,0,119388,0.619741054,0.380258946,0,2008ND1,D,0.619741054,0,1,D,#N/A,#N/A,#N/A,1795718.45,1944099.2,0,0,55,10,2008ND,#N/A,#N/A,#N/A,-34,8,R,0,0.343197577,0.656802423,0.656802423,0.40437046,0.59562954,0.59562954,63,36,36,R,0,14,14,0,24.6,14.5,90.9,0.9,5.1,0.9,0.1,0.7,1.4,1.6,2.5,-0.8,43442,-0.203443672,7.3,-0.266,D,-5,11,0
2008,OH,1,296290,155455,152,140683,0.524671774,0.474815215,0.000513011,2008OH1,R,0.474815215,0,1,D,#N/A,#N/A,#N/A,1447550.42,2410298.39,0,0,49.5,-1,2008OH,#N/A,#N/A,#N/A,-53,8,R,1,0.522485465,0.477514535,0.522485465,0.598317136,0.400999783,0.598317136,51,49,51,R,1,7,0,7,26.2,12.9,67.2,28.4,0.1,1.2,0.1,1,2,1.8,5.1,-2.8,42498,-0.16683138,11.8,0.584,D Toss-up,-1,-1,0
2008,OH,2,331624,124213,58740,148671,0.374559742,0.448311944,0.177128314,2008OH2,R,0.448311944,0,1,R,#N/A,#N/A,#N/A,2627804.77,1768125.59,191085.7,0,56.5,13,2008OH,#N/A,#N/A,#N/A,-53,8,R,1,0.504500569,0.493928537,0.504500569,0.716952898,0.282857684,0.716952898,64,36,64,R,1,13,0,13,28.3,12.5,91.3,4.9,0.2,2,0.1,0.3,1.3,1.1,4.2,-2.1,53952,-0.064705664,7.8,0.467,Leans R,2,13,0
